mid,nc.unadj,nc
HMDB0012100,10.8 +/- 0.2,10.80000 
HMDB0012101,4.00-19.5,19.50000 
HMDB0012102,9.98 +/- 0.24,9.98000 
HMDB0012103,9.98 +/- 0.24,9.98000 
HMDB0012104,15.7 +/- 0.6,15.70000 
HMDB0012105,7 +/- 0.27,7.00000 
HMDB0012107,30.00-100.0,100.00000 
HMDB0012108,2.55 +/- 1.08,2.55000 
HMDB0012136,0.324 +/- 0.413,0.32400 
HMDB0012138,0.00117,0.00117 
HMDB0012173,2.116 +/- 0.225,2.11600 
HMDB0012209,0.00452(0.00268-0.00710),0.00452 
HMDB0012238,0.53 (0.20-1.65),0.53000 
HMDB0012252,13.7 +/- 6.5,13.70000 
HMDB0012275,0.00-0.030,0.03000 
HMDB0012308,5.298 +/- 0.902,5.29800 
HMDB0012322,0.00183,0.00183 
HMDB0012328,1.97 +/- 1.4,1.97000 
HMDB0012335,0.239 +/- 0.017,0.23900 
HMDB0012345,0.239 +/- 0.017,0.23900 
HMDB0012355,0.239 +/- 0.017,0.23900 
HMDB0012356,0.307 +/- 0.062,0.30700 
HMDB0012357,0.186 +/- 0.029,0.18600 
HMDB0012358,0.151 +/- 0.021,0.15100 
HMDB0012360,0.123 +/- 0.020,0.12300 
HMDB0012361,0.179 +/- 0.031,0.17900 
HMDB0012362,0.162 +/- 0.017,0.16200 
HMDB0012365,0.239 +/- 0.017,0.23900 
HMDB0012367,0.186 +/- 0.029,0.18600 
HMDB0012368,0.151 +/- 0.021,0.15100 
HMDB0012371,0.179 +/- 0.031,0.17900 
HMDB0012375,0.239 +/- 0.017,0.23900 
HMDB0012376,0.307 +/- 0.062,0.30700 
HMDB0012377,0.186 +/- 0.029,0.18600 
HMDB0012378,2.090 +/- 0.190,2.09000 
HMDB0012380,0.316 +/- 0.065,0.31600 
HMDB0012381,0.123 +/- 0.020,0.12300 
HMDB0012382,0.194 +/- 0.043,0.19400 
HMDB0012383,0.481 +/- 0.083,0.48100 
HMDB0012385,0.239 +/- 0.017,0.23900 
HMDB0012387,0.186 +/- 0.029,0.18600 
HMDB0012388,0.151 +/- 0.021,0.15100 
HMDB0012389,0.733 +/- 0.149,0.73300 
HMDB0012390,0.316 +/- 0.065,0.31600 
HMDB0012391,0.123 +/- 0.020,0.12300 
HMDB0012392,0.179 +/- 0.031,0.17900 
HMDB0012393,0.481 +/- 0.083,0.48100 
HMDB0012394,0.281 +/- 0.054,0.28100 
HMDB0012395,0.169 +/- 0.028,0.16900 
HMDB0012398,0.151 +/- 0.021,0.15100 
HMDB0012400,0.316 +/- 0.065,0.31600 
HMDB0012401,0.123 +/- 0.020,0.12300 
HMDB0012402,0.179 +/- 0.031,0.17900 
HMDB0012404,0.281 +/- 0.054,0.28100 
HMDB0012405,0.162 +/- 0.017,0.16200 
HMDB0012411,0.123 +/- 0.020,0.12300 
HMDB0012412,0.179 +/- 0.031,0.17900 
HMDB0012415,0.162 +/- 0.017,0.16200 
HMDB0012420,0.123 +/- 0.020,0.12300 
HMDB0012421,0.179 +/- 0.031,0.17900 
HMDB0012422,0.194 +/- 0.043,0.19400 
HMDB0012423,0.481 +/- 0.083,0.48100 
HMDB0012424,0.281 +/- 0.054,0.28100 
HMDB0012425,0.162 +/- 0.017,0.16200 
HMDB0012426,0.637 +/- 0.109,0.63700 
HMDB0012427,0.169 +/- 0.028,0.16900 
HMDB0012431,0.179 +/- 0.031,0.17900 
HMDB0012433,0.481 +/- 0.083,0.48100 
HMDB0012434,0.281 +/- 0.054,0.28100 
HMDB0012435,0.162 +/- 0.017,0.16200 
HMDB0012437,0.169 +/- 0.028,0.16900 
HMDB0012442,0.162 +/- 0.017,0.16200 
HMDB0012444,0.637 +/- 0.109,0.63700 
HMDB0012445,0.169 +/- 0.028,0.16900 
HMDB0012454,<0.1,0.10000 
HMDB0012535,0.00203 +/- 0.000278,0.00203 
HMDB0012598,0.000113 +/- 0.000021,0.00011 
HMDB0012611,0.000138 +/- 0.000024,0.00014 
HMDB0012843,0.0489 +/- 0.142,0.04890 
HMDB0012895,0.0000292 +/- 0.0000029,0.00003 
HMDB0012935,0.00002790 +/- 0.000009766,0.00003 
HMDB0013072,0.000008289 +/- 0.000004840,0.00001 
HMDB0013078,15 +/- 11,15.00000 
HMDB0013122,0.067 (0 - 0.134),0.06700 
HMDB0013124,0.040-0.140,0.14000 
HMDB0013125,0.020-0.100,0.10000 
HMDB0013126,0.010-0.080,0.08000 
HMDB0013127,0.11 +/- 0.01,0.11000 
HMDB0013128,<0.400,0.40000 
HMDB0013129,0.02,0.02000 
HMDB0013130,0.015-0.040,0.04000 
HMDB0013131,0.035 +/- 0.0003,0.03500 
HMDB0013132,0.020-0.100,0.10000 
HMDB0013133,<0.110,0.11000 
HMDB0013136,0.007,0.00700 
HMDB0013139,0.000115-0.000230,0.00023 
HMDB0013159,0.04,0.04000 
HMDB0013161,0.010-0.035,0.03500 
HMDB0013163,0.00085,0.00085 
HMDB0013188,3,3.00000 
HMDB0013198,0.04 +/- 0.014,0.04000 
HMDB0013205,0.17 +/- 0.04,0.17000 
HMDB0013207,0.03 +/- 0.01,0.03000 
HMDB0013209,0.033,0.03300 
HMDB0013222,<0.0252,0.02520 
HMDB0013227,0,0.00000 
HMDB0013231,0.57 +/- 0.13,0.57000 
HMDB0013247,0.00900 (0.00829-0.0977),0.00900 
HMDB0013248,0.00109 (0.000971-0.00123),0.00109 
HMDB0013288,0.03 +/- 0.01,0.03000 
HMDB0013311,0,0.00000 
HMDB0013312,0,0.00000 
HMDB0013316,0-8834.0633,8834.06330 
HMDB0013318,0.28,0.28000 
HMDB0013319,1.9,1.90000 
HMDB0013324,0.2 +/- 0.15,0.20000 
HMDB0013325,0.01-0.07,0.07000 
HMDB0013326,0.10-0.40,0.40000 
HMDB0013327,0.19 (0.18-0.21),0.19000 
HMDB0013328,0.035-0.120,0.12000 
HMDB0013329,0.14 +/- 0.06,0.14000 
HMDB0013330,0.015-0.030,0.03000 
HMDB0013331,0.012-0.080,0.08000 
HMDB0013332,0.0-0.01,0.01000 
HMDB0013333,0.000-0.020,0.02000 
HMDB0013334,0.01,0.01000 
HMDB0013335,0.000-0.030,0.03000 
HMDB0013336,0.0050-0.0200,0.02000 
HMDB0013337,0.26 +/- 0.14,0.26000 
HMDB0013339,0.000-0.023,0.02300 
HMDB0013340,0.32 +/- 0.19,0.32000 
HMDB0013341,0.20-0.90,0.90000 
HMDB0013402,0.020-0.500,0.50000 
HMDB0013403,0.03 +/- 0.02,0.03000 
HMDB0013404,1.2-5.5,5.50000 
HMDB0013405,0.60-4.20,4.20000 
HMDB0013406,0.38-6.00,6.00000 
HMDB0013407,7.30-33.0,33.00000 
HMDB0013408,0.90-9.00,9.00000 
HMDB0013409,3.30-22.0,22.00000 
HMDB0013410,0.050-0.570,0.57000 
HMDB0013411,0.54 (0.44-0.68),0.54000 
HMDB0013412,8.24 (7.04-9.88),8.24000 
HMDB0013413,5.44 (4.33-6.82),5.44000 
HMDB0013414,5.39 (4.33-6.84),5.39000 
HMDB0013415,7.98 (6.32-9.9),7.98000 
HMDB0013416,0.50-5.50,5.50000 
HMDB0013417,0.73 (0.59-0.88),0.73000 
HMDB0013418,10.3 (8.09-12.5),10.30000 
HMDB0013419,1.23 (1-1.45),1.23000 
HMDB0013420,9.69 (7.87-11.9),9.69000 
HMDB0013422,3.07 (2.53-3.68),3.07000 
HMDB0013423,0.56 (0.48-0.67),0.56000 
HMDB0013424,8.24 (7.04-9.88),8.24000 
HMDB0013425,5.43 (4.50-6.33),5.43000 
HMDB0013426,10.26 +/- 3.20,10.26000 
HMDB0013427,5.39 (4.33-6.84),5.39000 
HMDB0013428,13.63 +/- 3.69,13.63000 
HMDB0013429,8.51 +/- 2.52,8.51000 
HMDB0013430,0.80 +/- 0.38,0.80000 
HMDB0013431,1.96 +/- 0.51,1.96000 
HMDB0013432,14.4 (12.6-17),14.40000 
HMDB0013433,0.87 (0.69-1.15),0.87000 
HMDB0013434,0.20-0.60,0.60000 
HMDB0013435,13.3 (11.1-15.9),13.30000 
HMDB0013436,1.96 +/- 0.51,1.96000 
HMDB0013437,1.13 (0.92-1.37),1.13000 
HMDB0013438,0.41 (0.34-0.5),0.41000 
HMDB0013439,2.7 (2.2-3.27),2.70000 
HMDB0013440,2.7 (2.2-3.27),2.70000 
HMDB0013442,1.85 (1.54-2.19),1.85000 
HMDB0013443,0.56 (0.48-0.67),0.56000 
HMDB0013444,2.83 (2.4-3.36),2.83000 
HMDB0013445,0.82 (0.7-0.95),0.82000 
HMDB0013446,0.82 (0.7-0.95),0.82000 
HMDB0013447,0.34 +/- 0.07,0.34000 
HMDB0013448,0.65 (0.54-0.76),0.65000 
HMDB0013449,0.12 (0.01-0.25),0.12000 
HMDB0013450,0.94 (0.73-1.16),0.94000 
HMDB0013451,1.6 (1.39-1.91),1.60000 
HMDB0013452,0.12 (0.01-0.25),0.12000 
HMDB0013453,0.4 (0.33-0.47),0.40000 
HMDB0013454,0.65 (0.54-0.76),0.65000 
HMDB0013455,0.4 (0.33-0.47),0.40000 
HMDB0013456,1.3 (1.07-1.61),1.30000 
HMDB0013457,0.94 (0.73-1.16),0.94000 
HMDB0013458,0.6 (0.50-0.72),0.60000 
HMDB0013459,0.6 (0.50-0.72),0.60000 
HMDB0013460,0.4 (0.33-0.47),0.40000 
HMDB0013461,0.06-1.10,1.10000 
HMDB0013462,2.44 (2.07-2.93),2.44000 
HMDB0013463,1.93 (1.63-2.35),1.93000 
HMDB0013464,11.6 (9.74-13.5),11.60000 
HMDB0013465,0.20-0.80,0.80000 
HMDB0013466,2.88 (2.39-3.51),2.88000 
HMDB0013467,2.65 (2.17-3.24),2.65000 
HMDB0013468,0.000-0.010,0.01000 
HMDB0013469,0.84 (0.71-1.06),0.84000 
HMDB0013470,0.0000014,0.00000 
HMDB0013471,0.000014,0.00001 
HMDB0013620,<0.0001,0.00010 
HMDB0013621,0.000239 +/- 0.000048,0.00024 
HMDB0013622,0.646 +/- 0.37,0.64600 
HMDB0013623,0.00302 +/- 0.00027,0.00302 
HMDB0013624,0.118 +/- 0.069,0.11800 
HMDB0013625,1.01 +/- 0.48,1.01000 
HMDB0013626,1.63 +/- 0.78,1.63000 
HMDB0013627,0.401 +/- 0.22,0.40100 
HMDB0013628,0.0173 +/- 0.015,0.01730 
HMDB0013629,0.161 +/- 0.032,0.16100 
HMDB0013630,0.0208 +/- 0.013,0.02080 
HMDB0013631,21 +/- 23,21.00000 
HMDB0013633,<0.0001,0.00010 
HMDB0013643,0.055 +/- 0.002,0.05500 
HMDB0013667,0.004 +/- 0.001,0.00400 
HMDB0013668,0.005 +/- 0.002,0.00500 
HMDB0013669,0.0041-0.0071,0.00710 
HMDB0013670,0.036 +/- 0.018,0.03600 
HMDB0013671,0.0000087-0.0020000,0.00200 
HMDB0013672,0.000093-0.003000,0.00300 
HMDB0013676,0.014 +/- 0.008,0.01400 
HMDB0013677,0.0940 +/- 0.0820,0.09400 
HMDB0013692,0.0400 +/- 0.0933,0.04000 
HMDB0013701,0-0.11,0.11000 
HMDB0013711,0.002 +/- 0.001,0.00200 
HMDB0013715,0.000042-0.003000,0.00300 
HMDB0013716,0.02,0.02000 
HMDB0013719,0.000096 (0.000013-0.000340),0.00010 
HMDB0013724,0.00067-0.00233,0.00233 
HMDB0013824,106.121,106.12100 
HMDB0014575,0.00105(0.00037-0.00179),0.00105 
HMDB0014581,18-23,23.00000 
HMDB0014859,0.11,0.11000 
HMDB0015144,0.688 +/- 0.530,0.68800 
HMDB0015451,0.6,0.60000 
HMDB0015531,16.7 +/- 6.0,16.70000 
HMDB0015532,12.7 +/- 2.1,12.70000 
HMDB0028816,24.03 +/- 2.60  ,24.03000 
HMDB0029147,8.00 ,8.00000 
HMDB0029165,0.255 +/- 0.237,0.25500 
HMDB0029201,0.004 +/- 0.002,0.00400 
HMDB0029205,0.50-1.40,1.40000 
HMDB0029206,0.30-1.10,1.10000 
HMDB0029207,0.0045 (0.0022-0.0074),0.00450 
HMDB0029215,0.00020 (0.00002-0.00100),0.00020 
HMDB0029216,16.6 +/- 3.36,16.60000 
HMDB0029220,2.80 (1.20-3.22),2.80000 
HMDB0029221,0.70 (0.11-1.65),0.70000 
HMDB0029273,0.136 +/- 0.022,0.13600 
HMDB0029306,1.221 +/- 0.119,1.22100 
HMDB0029596,0.00008796 (0.0000779-0.0000989),0.00009 
HMDB0029666,0.102 +/- 0.022,0.10200 
HMDB0029718,0-11132.240,11132.24000 
HMDB0029865,0.13,0.13000 
HMDB0029942,1041.0984 +/- 657.431,1041.09840 
HMDB0030052,104.979,104.97900 
HMDB0030058,4471.351 (293.738-24315.0103),4471.35100 
HMDB0030059,0-78025.706,78025.70600 
HMDB0030254,0.036 +/- 0.021,0.03600 
HMDB0030331,84.261 (0-1474.572),84.26100 
HMDB0030396,15.5307 +/- 5.778,15.53070 
HMDB0030677,0.142,0.14200 
HMDB0030956,0.0201 +/- 0.0134,0.02010 
HMDB0030961,0.21 +/- 0.13,0.21000 
HMDB0031019,0-503440.423,503440.42300 
HMDB0031035,0.0175 +/- 0.00980,0.01750 
HMDB0031217,41.617,41.61700 
HMDB0031230,254.256 (0-4345.472),254.25600 
HMDB0031269,0.13 +/- 0.04,0.13000 
HMDB0031306,0,0.00000 
HMDB0031325,28.696,28.69600 
HMDB0031330,0.0000650 (0.0000325-0.000065),0.00007 
HMDB0031409,0-31186.300,31186.30000 
HMDB0031452,0.246 +/- 0.269,0.24600 
HMDB0031475,0.45 +/- 0.10,0.45000 
HMDB0031496,0.23 +/- 0.07,0.23000 
HMDB0031507,0-11614.916,11614.91600 
HMDB0031580,717.412 (28.696-2553.986),717.41200 
HMDB0031648,23.306,23.30600 
HMDB0031934,0.000503 +/- 0.000052,0.00050 
HMDB0032042,63.196 (0-358.110),63.19600 
HMDB0032048,0.000493,0.00049 
HMDB0032133,0.00142(0.00095-0.00202),0.00142 
HMDB0032566,0.00025(0.00021-0.00032),0.00025 
HMDB0032574,0.00504 (0.00423-0.00600),0.00504 
HMDB0032575,0.000483 (0.000373-0.000693),0.00048 
HMDB0032582,0.0000870 (0.0000731-0.000104),0.00009 
HMDB0032604,0.692 +/- 0.319,0.69200 
HMDB0032606,1.444 +/- 1.369,1.44400 
HMDB0032914,0-202530.908,202530.90800 
HMDB0033182,0.000166,0.00017 
HMDB0033206,0.00129 (0.00108-0.00154),0.00129 
HMDB0033620,338.626,338.62600 
HMDB0033713,0-841.693,841.69300 
HMDB0033742,735.913 +/- 226.276,735.91300 
HMDB0033774,717.412 (28.696-2553.986),717.41200 
HMDB0033792,0-222647.940,222647.94000 
HMDB0033826,0.000174,0.00017 
HMDB0033827,0.16 +/- 0.05,0.16000 
HMDB0033836,0.0127,0.01270 
HMDB0033844,0.16,0.16000 
HMDB0033871,<1,1.00000 
HMDB0033889,473.492,473.49200 
HMDB0033890,936.699,936.69900 
HMDB0033908,0-36717.891,36717.89100 
HMDB0033910,149.815,149.81500 
HMDB0033916,0-7001.515,7001.51500 
HMDB0033933,0-26638.686,26638.68600 
HMDB0033944,27.286 (0-54.571),27.28600 
HMDB0033962,2.448,2.44800 
HMDB0034136,0-33014.207,33014.20700 
HMDB0034148,0-17898.116,17898.11600 
HMDB0034168,0.00160 (0.00144-0.00177),0.00160 
HMDB0034172,28.481,28.48100 
HMDB0034235,8750.105,8750.10500 
HMDB0034237,0-16514.624,16514.62400 
HMDB0034240,0.000490 (0.000422-0.00528),0.00049 
HMDB0034259,36.61(48.27),36.61000 
HMDB0034283,0-13074.573,13074.57300 
HMDB0034315,0.465 +/- 0.064,0.46500 
HMDB0034365,0.0499 +/- 0.108,0.04990 
HMDB0034369,0.000411-0.00657,0.00657 
HMDB0035093,0-17960.919,17960.91900 
HMDB0035094,0-17960.919,17960.91900 
HMDB0035159,11.722 +/- 5.378,11.72200 
HMDB0036413,0-5578.634,5578.63400 
HMDB0037547,0.00027(0.00023-0.00033),0.00027 
HMDB0038365,0.00830 +/- 0.00300,0.00830 
HMDB0038485,0.0054,0.00540 
HMDB0038524,0.0117 +/- 0.00650,0.01170 
HMDB0038530,0.0109 +/- 0.00610,0.01090 
HMDB0038602,0-6366.175,6366.17500 
HMDB0039216,0-37285.608,37285.60800 
HMDB0039618,0-350091.805,350091.80500 
HMDB0040297,294.453,294.45300 
HMDB0041014,0.10 +/- 0.03,0.10000 
HMDB0041623,0.40 +/- 0.23,0.40000 
HMDB0041662,0.018 +/- 0.005,0.01800 
HMDB0041683,0.266 +/- 0.106,0.26600 
HMDB0041797,0.000116 (0.0000962-0.000140),0.00012 
HMDB0041800,0.00423 (0.00345-0.00517),0.00423 
HMDB0041809,0.00000616 (0.00000454-0.00000762),0.00001 
HMDB0041822,30.32 +/- 8.92,30.32000 
HMDB0041827,22-55,55.00000 
HMDB0041971,0.000578,0.00058 
HMDB0041974,0.000505 (0.000424-0.000637),0.00051 
HMDB0041980,0.000302 (0.000241-0.000362),0.00030 
HMDB0059570,0.00011 (0.00011-0.00014),0.00011 
HMDB0059571,0.00007 (0.00007-0.00010),0.00007 
HMDB0059573,0.00004 (0.00002-0.00004),0.00004 
HMDB0059655,0.7 +/- 0.2,0.70000 
HMDB0059727,0.633 +/- 0.227,0.63300 
HMDB0059797,0.0000844 (0.0000786-0.0000914),0.00008 
HMDB0059798,0.0000395 (0.0000363-0.0000430),0.00004 
HMDB0059799,0.0000575 (0.0000531-0.0000623),0.00006 
HMDB0059800,0.0000183 (0.0000169-0.0000199),0.00002 
HMDB0059801,0.00053,0.00053 
HMDB0059802,0.0000757 (0.000067-0.0000881),0.00008 
HMDB0059803,0.000225 (0.000205-0.000248),0.00023 
HMDB0059810,0.00129 (0.00120-0.00138),0.00129 
HMDB0059835,0.26 +/- 0.16,0.26000 
HMDB0059851,0.000358 (0.000320-0.000414),0.00036 
HMDB0059905,0.000377 (0.000349-0.000405),0.00038 
HMDB0059907,0-1377.772,1377.77200 
HMDB0059925,0.000571,0.00057 
HMDB0059963,0.273 +/- 0.153,0.27300 
HMDB0059964,0.001,0.00100 
HMDB0059965,3.577 +/- 0.566,3.57700 
HMDB0059966,0.421 +/- 0.081,0.42100 
HMDB0059969,0.549 +/- 0.125,0.54900 
HMDB0060003,0.328 +/- 0.093,0.32800 
HMDB0060037,0.000075 +/- 0.000025,0.00008 
HMDB0060038,1.03 +/- 0.057,1.03000 
HMDB0060039,0.341 +/- 0.016,0.34100 
HMDB0060040,0.000175 +/- 0.000005,0.00018 
HMDB0060041,0.00013 +/- 0.000006,0.00013 
HMDB0060042,0.000053 +/- 0.000003,0.00005 
HMDB0060043,0.000172 +/- 0.00004,0.00017 
HMDB0060044,0.00164 +/- 0.000128,0.00164 
HMDB0060045,0.000026 +/- 0.000009,0.00003 
HMDB0060046,0.00194 +/- 0.000645,0.00194 
HMDB0060047,0.000202 +/- 0.000041,0.00020 
HMDB0060048,0.000228 +/- 0.000015,0.00023 
HMDB0060049,0.0053 +/- 0.00131,0.00530 
HMDB0060050,0.000131 +/- 0.000022,0.00013 
HMDB0060051,0.000294 +/- 0.000076,0.00029 
HMDB0060052,0.000123 +/- 0.000003,0.00012 
HMDB0060053,0.000066 +/- 0.000014,0.00007 
HMDB0060054,0.000039 +/- 0.000002,0.00004 
HMDB0060055,0.00031 +/- 0.000031,0.00031 
HMDB0060056,30 +/- 1,30.00000 
HMDB0060057,30 +/- 1,30.00000 
HMDB0060058,31 +/- 1,31.00000 
HMDB0060059,32 +/- 1,32.00000 
HMDB0060060,31 +/- 1,31.00000 
HMDB0060061,0.0033 +/- 0.0012,0.00330 
HMDB0060062,0.0045 +/- 0.0020,0.00450 
HMDB0060180,1.26 +/- 1.21,1.26000 
HMDB0060390,11.0-24.1,24.10000 
HMDB0060524,0.066 +/- 0.026,0.06600 
HMDB0061112,4.6 +/- 4.2,4.60000 
HMDB0061189,0.51,0.51000 
HMDB0061196,<0.000386,0.00039 
HMDB0061384,0.65 (0.41-1.57),0.65000 
HMDB0061385,0.000249,0.00025 
HMDB0061642,0.26 +/- 0.14,0.26000 
HMDB0061652,20,20.00000 
HMDB0061732,0.00000885 (0.00000678-0.0000115),0.00001 
HMDB0061733,0.00000357 (0.00000215-0.00000593),0.00000 
HMDB0061734,0.00155 (0.00117-0.00205),0.00155 
HMDB0061735,0.00161 (0.00138-0.00188),0.00161 
HMDB0061736,0.0000546 (0.0000486-0.0000668),0.00005 
HMDB0061737,0.000535 (0.000339-0.000843),0.00054 
HMDB0061744,0.00280 (0.00253-0.00310),0.00280 
HMDB0061748,0.00131 (0.00115-0.00150),0.00131 
HMDB0061749,0.0000710 (0.0000346-0.000146),0.00007 
HMDB0061755,39.79 +/- 1.59,39.79000 
HMDB0061854,0.330 +/- 0.182,0.33000 
HMDB0061877,0.0410 +/- 0.110,0.04100 
HMDB0061880,0.151 +/- 0.335,0.15100 
HMDB0061881,0.349 +/- 0.124,0.34900 
HMDB0061921,0.00043-0.00500,0.00500 
HMDB0061923,0-318893.959,318893.95900 
HMDB0062089,0.0000062 (0.0000042-0.0000091),0.00001 
HMDB0062121,0.000600 +/- 0.000200,0.00060 
HMDB0062164,0.28-0.69,0.69000 
HMDB0062174,0.52-1.1,1.10000 
HMDB0062179,1.34 +/- 1.66,1.34000 
HMDB0062436,11.722 +/- 5.378,11.72200 
HMDB0062595,2.420 +/- 3.413,2.42000 
HMDB0062703,2010 +/- 530,2010.00000 
HMDB0062735,0.01-0.08,0.08000 
HMDB0062761,0.00014 +/- 0.00023,0.00014 
HMDB0094645,0.00311 (0.00270-0.00357),0.00311 
HMDB0094647,0.00752 (0.00656-0.00862),0.00752 
HMDB0094679,0.00503 (0.00434-0.00584),0.00503 
HMDB0094687,<0.28,0.28000 
HMDB0133970,0.73 +/- 0.57,0.73000 
HMDB0166723,0.000387,0.00039 
HMDB0240212,0.0451 +/- 0.0213,0.04510 
HMDB0240253,0.599-1.38,1.38000 
HMDB0240296,0.26 +/- 0.05,0.26000 
HMDB0240642,0.00187,0.00187 
HMDB0240643,0.000671,0.00067 
